keep_label,review_status,review_notes,cik,company_name,aaer_year,match_score,aaer_date,aaer_numbers,aaer_details,aaer_links,label_source,normalized_company_name,distinctive_company_tokens,exact_company_phrase_in_aaer,distinctive_token_coverage,triage_category,automation_status,automation_reason
1,LIKELY COMPANY MATCH,,749251,GARTNER INC,2023,100,26-May-23,AAER-4411,"Gartner, Inc. Release No. 34-97609, AAER-4411 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2023/34-97609.pdf | https://www.sec.gov/enforce/34-97609-s,SEC AAER index + company-name candidate matching,GARTNER,GARTNER,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,40545,GENERAL ELECTRIC CO,2010,100,27-Jul-10,AAER-3159,"General Electric Company; Ionics, Inc.; and Amersham  plc Release No. LR-21602, AAER-3159 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21602 | https://www.sec.gov/files/litigation/complaints/2010/comp21602.pdf,SEC AAER index + company-name candidate matching,GENERAL ELECTRIC,GENERAL | ELECTRIC,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,1705445,GOLD STANDARD MINING CO,2012,100,3-Jul-12,AAER-3401,"Gold Standard Mining Corp. Release No. LR-22408, AAER-3401 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22408 | https://www.sec.gov/files/litigation/complaints/2012/comp22408.pdf,SEC AAER index + company-name candidate matching,GOLD STANDARD MINING,GOLD | STANDARD | MINING,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,LIKELY COMPANY MATCH,,1444403,GOLD STANDARD MINING CORP.,2012,100,3-Jul-12,AAER-3401,"Gold Standard Mining Corp. Release No. LR-22408, AAER-3401 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-22408 | https://www.sec.gov/files/litigation/complaints/2012/comp22408.pdf,SEC AAER index + company-name candidate matching,GOLD STANDARD MINING,GOLD | STANDARD | MINING,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
0,LIKELY COMPANY MATCH,,716314,GRAHAM CORP,2009,100,1-Jul-09,AAER-3004,"Robert D. Graham, Esq. Release No. 34-60219, AAER-3004",https://www.sec.gov/files/litigation/admin/2009/34-60219.pdf,SEC AAER index + company-name candidate matching,GRAHAM,GRAHAM,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,Only a single name token appears without an immediate corporate suffix; likely a person/surname collision.
0,LIKELY COMPANY MATCH,,716314,GRAHAM CORP,2009,100,23-Jul-09,AAER-3018,"Joel M. Arnold, Grant P. Graham, John M. Walker, and Richard L. Weston Release No. LR-21148, AAER-3018",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21148,SEC AAER index + company-name candidate matching,GRAHAM,GRAHAM,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,Only a single name token appears without an immediate corporate suffix; likely a person/surname collision.
0,LIKELY COMPANY MATCH,,104889,GRAHAM HOLDINGS CO,2009,100,1-Jul-09,AAER-3004,"Robert D. Graham, Esq. Release No. 34-60219, AAER-3004",https://www.sec.gov/files/litigation/admin/2009/34-60219.pdf,SEC AAER index + company-name candidate matching,GRAHAM,GRAHAM,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
0,LIKELY COMPANY MATCH,,104889,GRAHAM HOLDINGS CO,2009,100,23-Jul-09,AAER-3018,"Joel M. Arnold, Grant P. Graham, John M. Walker, and Richard L. Weston Release No. LR-21148, AAER-3018",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21148,SEC AAER index + company-name candidate matching,GRAHAM,GRAHAM,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,LIKELY COMPANY MATCH,,1394954,GT ADVANCED TECHNOLOGIES INC.,2019,100,3-May-19,AAER-4045,"GT Advanced Technologies Inc. Release No. 33-10636, 34-85767, AAER-4045",https://www.sec.gov/files/litigation/admin/2019/33-10636.pdf,SEC AAER index + company-name candidate matching,GT ADVANCED TECHNOLOGIES,ADVANCED,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,45012,HALLIBURTON CO,2017,100,27-Jul-17,AAER-3884,"Halliburton Company and Jeannot Lorenz Release No. 34-81222, AAER-3884",https://www.sec.gov/files/litigation/admin/2017/34-81222.pdf,SEC AAER index + company-name candidate matching,HALLIBURTON,HALLIBURTON,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,46765,HELMERICH & PAYNE INC,2009,100,30-Jul-09,AAER-3026,"Helmerich & Payne, Inc. Release No. 34-60400, AAER-3026",https://www.sec.gov/files/litigation/admin/2009/34-60400.pdf,SEC AAER index + company-name candidate matching,HELMERICH AND PAYNE,HELMERICH | PAYNE,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1680873,HF FOODS GROUP INC.,2024,100,6-Jun-24,AAER-4506,"HF Foods Group Inc. Release No. 33-11289, 34-100288, AAER-4506 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2024/33-11289.pdf | https://www.sec.gov/enforce/ap-summary/33-11289-s,SEC AAER index + company-name candidate matching,HF FOODS GROUP,FOODS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1304730,HQDA ELDERLY LIFE NETWORK CORP.,2021,100,29-Apr-21,AAER-4219,"HQDA Elderly Life Network, Inc. (Corrected) Release No. 34-91723, AAER-4219",https://www.sec.gov/files/litigation/admin/2021/34-91723.pdf,SEC AAER index + company-name candidate matching,HQDA ELDERLY LIFE NETWORK,HQDA | ELDERLY | LIFE | NETWORK,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1289848,HURON CONSULTING GROUP INC.,2012,100,19-Jul-12,AAER-3394,"Huron Consulting Group Inc., Gary L. Burge, CPA, and Wayne F. Lipski, CPA Release No. 34-67472, AAER-3394",https://www.sec.gov/files/litigation/admin/2012/34-67472.pdf,SEC AAER index + company-name candidate matching,HURON CONSULTING GROUP,HURON | CONSULTING,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,49728,IEC ELECTRONICS CORP,2016,100,8-Jun-16,AAER-3782,"IEC Electronics Corp., Ronald J. Years, CPA and Donald S. Doody Release No. 34-78017, AAER-3782",https://www.sec.gov/files/litigation/admin/2016/34-78017.pdf,SEC AAER index + company-name candidate matching,IEC ELECTRONICS,IEC | ELECTRONICS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1393540,IGEN NETWORKS CORP,2021,100,29-Apr-21,AAER-4216,"Igen Networks Corp. Release No. 34-91719, AAER-4216",https://www.sec.gov/files/litigation/admin/2021/34-91719.pdf,SEC AAER index + company-name candidate matching,IGEN NETWORKS,IGEN | NETWORKS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,1897762,INGRAM MICRO HOLDING CORP,2009,100,12-May-09,AAER-2968,"Ingram Micro Inc. Release No. 34-59903, AAER-2968",https://www.sec.gov/files/litigation/admin/2009/34-59903.pdf,SEC AAER index + company-name candidate matching,INGRAM MICRO,INGRAM | MICRO,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,LIKELY COMPANY MATCH,,1018003,INGRAM MICRO INC,2009,100,12-May-09,AAER-2968,"Ingram Micro Inc. Release No. 34-59903, AAER-2968",https://www.sec.gov/files/litigation/admin/2009/34-59903.pdf,SEC AAER index + company-name candidate matching,INGRAM MICRO,INGRAM | MICRO,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,51143,INTERNATIONAL BUSINESS MACHINES CORP,2011,100,18-Mar-11,AAER-3254,"International Business Machines Corporation Release No. LR-21889, AAER-3254 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21889 | https://www.sec.gov/files/litigation/complaints/2011/comp21889.pdf,SEC AAER index + company-name candidate matching,INTERNATIONAL BUSINESS MACHINES,BUSINESS | MACHINES,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,913760,INTL FCSTONE INC.,2016,100,12-Apr-16,AAER-3764,"INTL FCStone Inc. Release No. 34-77596, AAER-3764",https://www.sec.gov/files/litigation/admin/2016/34-77596.pdf,SEC AAER index + company-name candidate matching,INTL FCSTONE,INTL | FCSTONE,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,200406,JOHNSON & JOHNSON,2011,100,8-Apr-11,AAER-3261,"Johnson & Johnson Release No. LR-21922, AAER-3261 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21922 | https://www.sec.gov/files/litigation/complaints/2011/comp21922.pdf,SEC AAER index + company-name candidate matching,JOHNSON AND JOHNSON,JOHNSON | JOHNSON,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,719733,KEY TRONIC CORP,2026,100,20-Apr-26,AAER-4591,"Key Tronic Corporation, Brett R. Larsen, CPA, and Nicholas S. Fasciana Release No. 34-105275, AAER-4591 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2026/34-105275.pdf | https://www.sec.gov/enforcement-litigation/administrative-proceedings/34-105275-s,SEC AAER index + company-name candidate matching,KEY TRONIC,KEY | TRONIC,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1100270,KRISPY KREME DOUGHNUTS INC,2009,100,4-Mar-09,AAER-2941,"Krispy Kreme Doughnuts, Inc. Release No. 34-59499, AAER-2941",https://www.sec.gov/files/litigation/admin/2009/34-59499.pdf,SEC AAER index + company-name candidate matching,KRISPY KREME DOUGHNUTS,KRISPY | KREME | DOUGHNUTS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,1857154,"KRISPY KREME, INC.",2009,100,4-Mar-09,AAER-2941,"Krispy Kreme Doughnuts, Inc. Release No. 34-59499, AAER-2941",https://www.sec.gov/files/litigation/admin/2009/34-59499.pdf,SEC AAER index + company-name candidate matching,KRISPY KREME,KRISPY | KREME,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,LIKELY COMPANY MATCH,,1137083,"L & L ENERGY, INC.",2014,100,27-Mar-14,AAER-3545,"L&L Energy, Inc. Lee, Dickson, CPA Release No. 33-9565, 34-71823, AAER-3545",https://www.sec.gov/files/litigation/admin/2014/33-9565.pdf,SEC AAER index + company-name candidate matching,L AND L ENERGY,,True,0.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1137083,"L & L ENERGY, INC.",2015,100,1-Jun-15,AAER-3659,"L&L Energy, Inc. Lee, Dickson, CPA Release No. 33-9799, 34-75088, AAER-3659",https://www.sec.gov/files/litigation/admin/2015/33-9799.pdf,SEC AAER index + company-name candidate matching,L AND L ENERGY,,True,0.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1032975,LOGITECH INTERNATIONAL S.A.,2016,100,19-Apr-16,AAER-3765,"Logitech International, S.A., Michael Doktorczyk and Sherralyn Bolles, CPA Release No. 34-77644, AAER-3765",https://www.sec.gov/files/litigation/admin/2016/34-77644.pdf,SEC AAER index + company-name candidate matching,LOGITECH INTERNATIONAL S A,LOGITECH,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,60714,LSB INDUSTRIES INC,2009,100,17-Jul-09,AAER-3015,"LSB Industries, Inc. and Jimmie Dean Jones, CPA Release No. 34-60336, AAER-3015",https://www.sec.gov/files/litigation/admin/2009/34-60336.pdf,SEC AAER index + company-name candidate matching,LSB INDUSTRIES,LSB,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,1778343,"LUCENT, INC.",2010,100,9-Jun-10,AAER-3142,"Lucent Technologies, Inc., et al. Release No. LR-21551, AAER-3142",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21551,SEC AAER index + company-name candidate matching,LUCENT,LUCENT,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,Only a single name token appears without an immediate corporate suffix; likely a person/surname collision.
1,LIKELY COMPANY MATCH,,1325702,MAGNACHIP SEMICONDUCTOR CORP,2017,100,1-May-17,AAER-3869,"MagnaChip Semiconductor Corporation and Margaret Hye-Ryoung Sakai, CPA Release No. 33-10352, 34-80564, AAER-3869",https://www.sec.gov/files/litigation/admin/2017/33-10352.pdf,SEC AAER index + company-name candidate matching,MAGNACHIP SEMICONDUCTOR,MAGNACHIP | SEMICONDUCTOR,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1335190,MAGNUM HUNTER RESOURCES CORP,2016,100,10-Mar-16,AAER-3756,"Magnum Hunter Resources Corporation Release No. 34-77345, AAER-3756",https://www.sec.gov/files/litigation/admin/2016/34-77345.pdf,SEC AAER index + company-name candidate matching,MAGNUM HUNTER RESOURCES,MAGNUM | HUNTER,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,319815,MAXWELL TECHNOLOGIES INC,2018,100,27-Mar-18,AAER-3932,"Maxwell Technologies, Inc., et al. Release No. 33-10472, 34-82950, AAER-3932",https://www.sec.gov/files/litigation/admin/2018/33-10472.pdf,SEC AAER index + company-name candidate matching,MAXWELL TECHNOLOGIES,MAXWELL,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1522704,"MEDIFIRST SOLUTIONS, INC.",2018,100,19-Apr-18,AAER-3935,"Medifirst Solutions, Inc. and Bruce J. Schoengood Release No. 34-83067, AAER-3935 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2018/34-83067.pdf | https://www.sec.gov/enforce/34-83067-s,SEC AAER index + company-name candidate matching,MEDIFIRST SOLUTIONS,MEDIFIRST | SOLUTIONS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,1441567,MEDQUIST HOLDINGS INC.,2009,100,12-Mar-09,AAER-3022; AAER-3022,"MedQuist Inc.; John A. Donohoe; and Brian J. Kearns and Bruce J. Van Fossen Release No. LR-20949A, AAER-3022A, AAER-3022 See Also: SEC Complaint v. MedQuist Inc. , Jr. , SEC Complaint v. Brian J. Kearns and Bruce J. Van Fossen",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-20949a | https://www.sec.gov/files/litigation/complaints/2009/comp20949-medquist.pdf | https://www.sec.gov/files/litigation/complaints/2009/comp20949-donohoe.pdf | https://www.sec.gov/files/litigation/complaints/2009/comp20949-kearns.pdf,SEC AAER index + company-name candidate matching,MEDQUIST,MEDQUIST,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,LIKELY COMPANY MATCH,,884497,MEDQUIST INC,2009,100,12-Mar-09,AAER-3022; AAER-3022,"MedQuist Inc.; John A. Donohoe; and Brian J. Kearns and Bruce J. Van Fossen Release No. LR-20949A, AAER-3022A, AAER-3022 See Also: SEC Complaint v. MedQuist Inc. , Jr. , SEC Complaint v. Brian J. Kearns and Bruce J. Van Fossen",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-20949a | https://www.sec.gov/files/litigation/complaints/2009/comp20949-medquist.pdf | https://www.sec.gov/files/litigation/complaints/2009/comp20949-donohoe.pdf | https://www.sec.gov/files/litigation/complaints/2009/comp20949-kearns.pdf,SEC AAER index + company-name candidate matching,MEDQUIST,MEDQUIST,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,9263,MICHAEL BAKER CORP,2011,100,11-May-11,AAER-3279,"Michael Baker Corporation, John Scullin and Dennis Higgins Release No. LR-21962, AAER-3279 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21962 | https://www.sec.gov/files/litigation/complaints/2011/comp21962.pdf,SEC AAER index + company-name candidate matching,MICHAEL BAKER,MICHAEL | BAKER,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,785968,"MILLER ENERGY RESOURCES, INC.",2016,100,7-Jun-16,AAER-3778,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10089, 34-78007, AAER-3778",https://www.sec.gov/files/litigation/admin/2016/33-10089.pdf,SEC AAER index + company-name candidate matching,MILLER ENERGY RESOURCES,MILLER,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,785968,"MILLER ENERGY RESOURCES, INC.",2016,100,7-Jun-16,AAER-3779,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10090, 34-78008, AAER-3779",https://www.sec.gov/files/litigation/admin/2016/33-10090.pdf,SEC AAER index + company-name candidate matching,MILLER ENERGY RESOURCES,MILLER,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,785968,"MILLER ENERGY RESOURCES, INC.",2016,100,7-Jun-16,AAER-3780,"Miller Energy Resources, Inc. Boyd, Paul W., CPA Hall, David M. Vogt, Carlton W., III, CPA Release No. 33-10091, 34-78009, AAER-3780",https://www.sec.gov/files/litigation/admin/2016/33-10091.pdf,SEC AAER index + company-name candidate matching,MILLER ENERGY RESOURCES,MILLER,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
